batch,topic,index,sample,model,api,response_1,logprobs_1a,logprobs_1b,response_2,logprobs_2a,logprobs_2b
10,Business & Finance,349,18,gpt-3.5-turbo,chat,a,-0.5327525,-0.88932943,a,-0.16692768,-1.9027675
77,Science & Technology,362,19,gpt-3.5-turbo,chat,b,-1.785447,-0.18427552,b,-4.4832697,-0.011532862
80,Social Issues & Ethics,13,20,gpt-3.5-turbo,chat,a,-0.0015461684,,b,,-0.005824041
3,Art & Design,411,21,gpt-3.5-turbo,chat,b,-1.5582952,-0.2420568,a,-0.3882058,-1.1343186
19,Education & Learning,297,22,gpt-3.5-turbo,chat,a,-0.008627225,,b,-5.9616146,-0.0027177376
10,Business & Finance,883,23,gpt-3.5-turbo,chat,b,-0.8074952,-0.7046948,b,-2.548307,-0.08548298
55,Law & Legal Issues,827,24,gpt-3.5-turbo,chat,a,-0.0012124951,,a,-0.0006153396,
79,Social Issues & Ethics,42,25,gpt-3.5-turbo,chat,a,-0.0037226458,,b,,-0.0060797688
49,Hobbies & Leisure,387,26,gpt-3.5-turbo,chat,a,-0.0018393947,-6.540995,b,-2.5696542,-0.08057195
26,Fashion & Beauty,333,27,gpt-3.5-turbo,chat,a,-0.025855476,-3.8027854,b,-3.438539,-0.036639627
62,Politics & Governance,340,28,gpt-3.5-turbo,chat,a,-0.007371169,,b,-3.6081722,-0.03090745
42,History & Archaeology,304,29,gpt-3.5-turbo,chat,b,-1.254513,-0.34337828,b,-6.5651765,-0.0016313788
41,History & Archaeology,302,30,gpt-3.5-turbo,chat,a,-0.0039816354,,b,,-0.0010510309
75,Science & Technology,142,31,gpt-3.5-turbo,chat,b,-1.5540813,-0.23991816,b,,-0.0016021024
8,Business & Finance,744,32,gpt-3.5-turbo,chat,b,,-0.00480818,b,,-0.002836969
37,Healthcare & Medicine,776,33,gpt-3.5-turbo,chat,a,-0.003557543,-5.874392,b,-7.177274,-0.0009589855
66,Politics & Governance,609,34,gpt-3.5-turbo,chat,a,-0.08864048,-2.543753,b,,-0.0037677782
15,Careers & Employment,678,35,gpt-3.5-turbo,chat,a,-0.00024335073,,a,-0.0342025,-3.4287186
28,Fashion & Beauty,528,36,gpt-3.5-turbo,chat,b,-4.850166,-0.014240018,b,,-0.009373764
84,Sports & Fitness,7,37,gpt-3.5-turbo,chat,a,-0.0054815756,-5.5969696,a,-0.0019219682,
92,Travel & Tourism,397,38,gpt-3.5-turbo,chat,a,-0.31010854,-1.3268322,b,-1.922991,-0.15876418
57,Philosophy & Religion,436,39,gpt-3.5-turbo,chat,a,-0.0039475556,,b,-1.0157728,-0.45494744
87,Sports & Fitness,144,40,gpt-3.5-turbo,chat,a,-0.00032318785,-8.448056,b,,-0.00033796547
90,Travel & Tourism,519,41,gpt-3.5-turbo,chat,a,-0.11561655,-2.2215412,b,,-0.004237716
73,Science & Technology,331,42,gpt-3.5-turbo,chat,a,-0.0009845777,,b,,-0.0028804764
22,Entertainment,93,43,gpt-3.5-turbo,chat,b,,-0.0010075619,b,,-0.0029381213
80,Social Issues & Ethics,841,44,gpt-3.5-turbo,chat,a,-0.2701105,-1.4651731,b,-4.915137,-0.00867709
45,History & Archaeology,552,45,gpt-3.5-turbo,chat,b,-0.9080685,-0.52867013,b,,-0.00019710339
26,Fashion & Beauty,630,46,gpt-3.5-turbo,chat,a,-0.011294086,,b,,-0.004070921
91,Travel & Tourism,35,47,gpt-3.5-turbo,chat,a,-0.005408423,,b,-3.1702006,-0.043485977
69,Psychology & Sociology,775,48,gpt-3.5-turbo,chat,a,-0.000632736,,b,-6.924602,-0.0019658662
58,Philosophy & Religion,35,49,gpt-3.5-turbo,chat,a,-0.0012486853,,a,-0.004651319,-5.9410224
29,Fashion & Beauty,712,50,gpt-3.5-turbo,chat,a,-0.2791141,-1.4208359,b,-6.063208,-0.0027013277
48,Hobbies & Leisure,849,51,gpt-3.5-turbo,chat,a,-0.009778168,-4.647231,b,-7.405498,-0.0012165444
2,Art & Design,149,52,gpt-3.5-turbo,chat,a,-0.003857555,-5.8091135,a,-0.0010482928,-7.386634
72,Psychology & Sociology,61,53,gpt-3.5-turbo,chat,a,-0.013195877,-4.470809,b,-1.92231,-0.15909019
14,Careers & Employment,140,54,gpt-3.5-turbo,chat,a,-0.0007167232,,a,-0.6435334,-0.74582833
34,Food & Culinary,208,55,gpt-3.5-turbo,chat,a,-0.0002843385,,a,-0.010417329,-4.6375384
34,Food & Culinary,312,56,gpt-3.5-turbo,chat,b,-4.3774786,-0.013729955,b,,-0.0009896997
1,Art & Design,808,57,gpt-3.5-turbo,chat,b,-0.9629192,-0.49603456,b,,-0.007576812
14,Careers & Employment,629,58,gpt-3.5-turbo,chat,a,-0.0006832453,,a,-0.0027826503,
78,Science & Technology,249,59,gpt-3.5-turbo,chat,a,-0.00592157,-5.284892,a,-0.0010173293,
74,Science & Technology,628,60,gpt-3.5-turbo,chat,a,-0.0010269738,-7.19147,a,-0.041996785,-3.2126796
23,Entertainment,488,61,gpt-3.5-turbo,chat,b,,-0.0009537405,b,,-0.0014448762
2,Art & Design,97,62,gpt-3.5-turbo,chat,a,-0.4079131,-1.1168975,a,-0.027722633,-3.7014115
69,Psychology & Sociology,434,63,gpt-3.5-turbo,chat,a,-0.00022141727,,a,-9.555654e-05,
86,Sports & Fitness,240,64,gpt-3.5-turbo,chat,a,-0.014984709,,b,,-0.006971109
16,Education & Learning,525,65,gpt-3.5-turbo,chat,a,-0.0008249913,,a,-0.0011303326,
89,Travel & Tourism,471,66,gpt-3.5-turbo,chat,a,-0.55197006,-0.8665796,b,-0.86753863,-0.56225604
28,Fashion & Beauty,159,67,gpt-3.5-turbo,chat,a,-0.0005597045,,b,,-0.00034738256
52,Law & Legal Issues,179,68,gpt-3.5-turbo,chat,a,-0.00061164424,,a,-0.00028362326,
7,Business & Finance,345,69,gpt-3.5-turbo,chat,b,,-0.0066226507,b,,-0.0012144024
67,Psychology & Sociology,628,70,gpt-3.5-turbo,chat,a,-0.00023393365,,b,-2.2285478,-0.11406673
13,Careers & Employment,40,71,gpt-3.5-turbo,chat,a,-0.0012518965,,b,,-0.0024739935
50,Hobbies & Leisure,107,72,gpt-3.5-turbo,chat,a,-0.013949106,-4.2949567,b,-1.3807478,-0.2902079
69,Psychology & Sociology,74,73,gpt-3.5-turbo,chat,a,-0.0066703777,-5.297356,a,-0.26045904,-1.4858142
74,Science & Technology,84,74,gpt-3.5-turbo,chat,b,-4.625956,-0.010071131,b,-4.053431,-0.017858764
65,Politics & Governance,793,75,gpt-3.5-turbo,chat,a,-0.0019128151,,a,-0.0008853726,
75,Science & Technology,28,76,gpt-3.5-turbo,chat,b,-3.440396,-0.032929078,b,-4.8123465,-0.008559139
83,Social Issues & Ethics,492,77,gpt-3.5-turbo,chat,a,-0.0049198046,-5.689952,a,-0.4112274,-1.1025193
72,Psychology & Sociology,489,78,gpt-3.5-turbo,chat,a,-0.28886572,-1.3888623,b,-0.8168408,-0.592405
76,Science & Technology,370,79,gpt-3.5-turbo,chat,a,-0.0022808614,,a,-0.0028353038,-6.1179876
20,Education & Learning,410,80,gpt-3.5-turbo,chat,a,-0.0025160888,,a,-0.5336676,-0.8905001
24,Entertainment,680,81,gpt-3.5-turbo,chat,a,-0.5737839,-0.8327179,b,-2.9393857,-0.057217773
5,Art & Design,688,82,gpt-3.5-turbo,chat,a,-0.0025776788,-6.67439,b,-8.190957,-0.0005785313
53,Law & Legal Issues,535,83,gpt-3.5-turbo,chat,b,-4.260171,-0.015555398,b,,-0.003110692
61,Philosophy & Religion,323,84,gpt-3.5-turbo,chat,a,-0.11210824,-2.2600365,b,,-0.00796302
50,Hobbies & Leisure,538,85,gpt-3.5-turbo,chat,a,-0.028621538,-3.5972536,b,,-0.0030077733
32,Food & Culinary,156,86,gpt-3.5-turbo,chat,b,-1.3985884,-0.30223298,b,-3.2237067,-0.04313804
82,Social Issues & Ethics,71,87,gpt-3.5-turbo,chat,a,-0.008685602,-5.0537295,b,-1.7530984,-0.19671522
7,Business & Finance,708,88,gpt-3.5-turbo,chat,b,-3.6649914,-0.0278969,b,-4.6797857,-0.011761809
17,Education & Learning,457,89,gpt-3.5-turbo,chat,a,-0.007440274,,a,-0.069353804,-2.7717464
54,Law & Legal Issues,522,90,gpt-3.5-turbo,chat,a,-0.00027694786,,a,-0.009678416,-5.2446084
48,Hobbies & Leisure,716,91,gpt-3.5-turbo,chat,b,-2.7652307,-0.06604613,b,-1.3022726,-0.31946343
49,Hobbies & Leisure,185,92,gpt-3.5-turbo,chat,b,,-0.04695585,b,-1.0849159,-0.43264276
32,Food & Culinary,375,93,gpt-3.5-turbo,chat,b,-2.2131155,-0.118568204,b,,-0.0014241642
28,Fashion & Beauty,532,94,gpt-3.5-turbo,chat,b,-5.574441,-0.00454215,b,-4.021247,-0.018200867
62,Politics & Governance,702,95,gpt-3.5-turbo,chat,a,-0.36319986,-1.2132193,a,-0.51671326,-0.9732219
43,History & Archaeology,20,96,gpt-3.5-turbo,chat,a,-0.011918722,-4.617719,a,-0.23298803,-1.580999
8,Business & Finance,320,97,gpt-3.5-turbo,chat,a,-0.066790506,-2.8452692,a,-0.008400745,-4.9355726
29,Fashion & Beauty,747,98,gpt-3.5-turbo,chat,a,-0.036951814,-3.3851783,b,-3.4773488,-0.031763516
18,Education & Learning,25,99,gpt-3.5-turbo,chat,a,-0.12639919,-2.140628,b,-7.4449286,-0.0010772301
50,Hobbies & Leisure,814,100,gpt-3.5-turbo,chat,a,-0.039447006,-3.2689564,b,,-0.0019126958
40,Healthcare & Medicine,650,101,gpt-3.5-turbo,chat,a,-0.0017174238,-6.8701715,b,-7.319958,-0.0010969995
1,Art & Design,434,102,gpt-3.5-turbo,chat,a,-0.030633446,-3.584865,b,-6.0397468,-0.0026718534
62,Politics & Governance,713,103,gpt-3.5-turbo,chat,b,-1.6222715,-0.24233533,b,,-0.02772286
92,Travel & Tourism,352,104,gpt-3.5-turbo,chat,a,-0.06357235,-3.028769,a,-0.01636149,-4.369784
30,Fashion & Beauty,199,105,gpt-3.5-turbo,chat,a,-0.017757937,-4.311917,b,,-0.002059973
25,Entertainment,162,106,gpt-3.5-turbo,chat,a,-0.57462186,-0.8573577,b,-4.698108,-0.010894422
55,Law & Legal Issues,482,107,gpt-3.5-turbo,chat,a,-0.01576628,,b,-5.46118,-0.0071761403
35,Food & Culinary,528,108,gpt-3.5-turbo,chat,b,-3.944002,-0.020040285,b,-1.931924,-0.15771207
16,Education & Learning,766,109,gpt-3.5-turbo,chat,a,-0.016749237,,a,-0.057675414,-3.0362082
6,Business & Finance,375,110,gpt-3.5-turbo,chat,b,-5.5019093,-0.005834595,b,-1.396487,-0.2927005
46,History & Archaeology,403,111,gpt-3.5-turbo,chat,a,-0.07211561,-2.8006732,a,-0.041214623,-3.244662
19,Education & Learning,16,112,gpt-3.5-turbo,chat,a,-0.002600984,,a,-0.0021240918,
2,Art & Design,349,113,gpt-3.5-turbo,chat,a,-0.00076162635,-7.4867787,a,-0.0076571535,-5.0494547
26,Fashion & Beauty,524,114,gpt-3.5-turbo,chat,a,-0.005274669,,b,,-0.0049715242
18,Education & Learning,293,115,gpt-3.5-turbo,chat,a,-0.0033269534,,b,-3.9600577,-0.020362372
60,Philosophy & Religion,649,116,gpt-3.5-turbo,chat,a,-0.019374974,-4.5682945,b,,-0.0063502383
59,Philosophy & Religion,412,117,gpt-3.5-turbo,chat,a,-0.028051525,-3.5986044,b,,-0.0008383385
19,Education & Learning,129,118,gpt-3.5-turbo,chat,a,-0.00041994822,,b,-2.5699918,-0.08107158
60,Philosophy & Religion,634,119,gpt-3.5-turbo,chat,b,-3.8538685,-0.024673343,b,-3.5688455,-0.034679092
92,Travel & Tourism,703,120,gpt-3.5-turbo,chat,b,-0.8502263,-0.55835617,a,-0.39685145,-1.1176633
21,Entertainment,695,121,gpt-3.5-turbo,chat,a,-0.0027201106,-6.1754436,b,-4.4881177,-0.013346333
44,History & Archaeology,450,122,gpt-3.5-turbo,chat,a,-0.0010375719,-7.569826,a,-0.0039148997,-5.720578
85,Sports & Fitness,261,123,gpt-3.5-turbo,chat,b,-3.317404,-0.038419895,b,,-0.00061390916
93,Travel & Tourism,180,124,gpt-3.5-turbo,chat,a,-0.40131,-1.1316509,b,-0.9763358,-0.47742492
28,Fashion & Beauty,356,125,gpt-3.5-turbo,chat,a,-0.10551431,-2.3096502,b,,-0.0008794234
2,Art & Design,781,126,gpt-3.5-turbo,chat,a,-0.0008067715,,a,-0.0015109316,
32,Food & Culinary,624,127,gpt-3.5-turbo,chat,a,-0.069578215,-2.8048172,a,-0.16924722,-1.894282
61,Philosophy & Religion,575,128,gpt-3.5-turbo,chat,a,-0.0076055625,,b,-3.5052843,-0.033013396
81,Social Issues & Ethics,753,129,gpt-3.5-turbo,chat,a,-0.0018953178,,a,-0.18652451,-1.7764331
4,Art & Design,113,130,gpt-3.5-turbo,chat,a,-0.020367045,-4.275788,b,-4.623591,-0.010864589
38,Healthcare & Medicine,576,131,gpt-3.5-turbo,chat,a,-0.15209936,-1.9725072,b,-2.0418723,-0.14166483
82,Social Issues & Ethics,230,132,gpt-3.5-turbo,chat,a,-0.0015891312,-6.5705705,a,-0.05331726,-3.0311062
88,Sports & Fitness,356,133,gpt-3.5-turbo,chat,b,-1.2459136,-0.34457886,b,-3.0369537,-0.051064137
72,Psychology & Sociology,632,134,gpt-3.5-turbo,chat,a,-0.01359367,,b,-2.7871387,-0.07772135
48,Hobbies & Leisure,682,135,gpt-3.5-turbo,chat,a,-0.004385133,-5.4540024,b,-1.6103871,-0.22414708
64,Politics & Governance,296,136,gpt-3.5-turbo,chat,b,,-0.010184773,b,,-0.008074892
3,Art & Design,187,137,gpt-3.5-turbo,chat,a,-0.34765103,-1.2474332,b,-2.3911498,-0.09815621
15,Careers & Employment,549,138,gpt-3.5-turbo,chat,b,,-0.00033379698,b,,-0.00026431592
22,Entertainment,395,139,gpt-3.5-turbo,chat,a,-0.04192214,-3.218573,b,,-0.00083333196
7,Business & Finance,186,140,gpt-3.5-turbo,chat,b,,-0.002818551,b,,-0.0020464095
92,Travel & Tourism,382,141,gpt-3.5-turbo,chat,b,,-0.0001786305,b,-3.9531007,-0.019815922
87,Sports & Fitness,759,142,gpt-3.5-turbo,chat,a,-0.0017243229,-6.7791595,b,-2.113251,-0.13135925
37,Healthcare & Medicine,552,143,gpt-3.5-turbo,chat,a,-0.0016630393,,a,-0.08472557,-2.5352948
51,Hobbies & Leisure,662,144,gpt-3.5-turbo,chat,a,-0.0020236857,-6.9114532,a,-0.22070111,-1.6470546
73,Science & Technology,700,145,gpt-3.5-turbo,chat,a,-0.12103068,-2.1730306,a,-0.14864716,-1.9910811
22,Entertainment,79,146,gpt-3.5-turbo,chat,a,-0.080412686,-2.5963829,b,-5.474785,-0.0055615976
31,Food & Culinary,303,147,gpt-3.5-turbo,chat,a,-0.007823926,-4.9767056,b,-3.784579,-0.023661427
19,Education & Learning,107,148,gpt-3.5-turbo,chat,a,-0.0008111747,,a,-0.005013394,-5.320426
68,Psychology & Sociology,79,149,gpt-3.5-turbo,chat,a,-0.012865711,-4.581616,b,-5.480196,-0.0049192123
11,Careers & Employment,15,150,gpt-3.5-turbo,chat,a,-0.00018720949,,a,-0.00029112943,
24,Entertainment,445,151,gpt-3.5-turbo,chat,a,-0.0015697376,-6.708359,a,-0.022939809,-3.888737
1,Art & Design,127,152,gpt-3.5-turbo,chat,a,-0.02112624,-4.031218,b,-3.067305,-0.048019774
23,Entertainment,755,153,gpt-3.5-turbo,chat,b,-4.8797746,-0.010393734,b,-6.1903677,-0.0027113191
9,Business & Finance,292,154,gpt-3.5-turbo,chat,a,-0.6640256,-0.72578937,b,-6.798949,-0.0013889238
92,Travel & Tourism,126,155,gpt-3.5-turbo,chat,a,-0.026478412,-3.6895854,a,-0.050777853,-3.0389905
67,Psychology & Sociology,24,156,gpt-3.5-turbo,chat,a,-0.0006168892,,b,-6.7750554,-0.0014063056
92,Travel & Tourism,372,157,gpt-3.5-turbo,chat,b,-1.5437763,-0.24627185,a,-0.041981928,-3.2228577
37,Healthcare & Medicine,172,158,gpt-3.5-turbo,chat,a,-0.00035596156,-8.530507,b,-1.8477061,-0.1716979
34,Food & Culinary,312,159,gpt-3.5-turbo,chat,a,-0.002602053,,b,-5.4898787,-0.005301589
21,Entertainment,13,160,gpt-3.5-turbo,chat,a,-0.0037817855,,b,-1.7456644,-0.19702128
64,Politics & Governance,56,161,gpt-3.5-turbo,chat,a,-0.0028645433,,a,-0.0020072686,
86,Sports & Fitness,407,162,gpt-3.5-turbo,chat,b,-0.9804405,-0.47119746,a,-0.14082527,-2.037838
40,Healthcare & Medicine,387,163,gpt-3.5-turbo,chat,a,-0.0005020392,-7.887793,b,-0.9630189,-0.48168233
71,Psychology & Sociology,591,164,gpt-3.5-turbo,chat,a,-0.001219882,,a,-0.0036504376,-5.986664
54,Law & Legal Issues,50,165,gpt-3.5-turbo,chat,a,-0.00020771251,,b,-3.4643297,-0.03386583
59,Philosophy & Religion,492,166,gpt-3.5-turbo,chat,a,-0.015389758,,b,,-0.0140727665
49,Hobbies & Leisure,499,167,gpt-3.5-turbo,chat,a,-0.006698319,-5.0820727,b,-1.8021274,-0.18210368
52,Law & Legal Issues,518,168,gpt-3.5-turbo,chat,a,-0.00033343938,,a,-0.0003933768,
66,Politics & Governance,66,169,gpt-3.5-turbo,chat,a,-0.0036596914,-6.0947814,b,-3.0215302,-0.05083076
25,Entertainment,500,170,gpt-3.5-turbo,chat,a,-0.2567807,-1.5045453,a,-0.59280086,-0.8110969
61,Philosophy & Religion,720,171,gpt-3.5-turbo,chat,a,-0.09031649,-2.499439,b,,-0.0012098763
92,Travel & Tourism,230,172,gpt-3.5-turbo,chat,b,,-0.00024144349,b,-5.6271243,-0.006032246
25,Entertainment,436,173,gpt-3.5-turbo,chat,a,-0.02152615,,a,-0.090986736,-2.4931054
16,Education & Learning,653,174,gpt-3.5-turbo,chat,a,-0.30456647,-1.3464767,b,-2.3818102,-0.09757714
48,Hobbies & Leisure,88,175,gpt-3.5-turbo,chat,b,-5.8147125,-0.004364252,b,,-0.001394046
30,Fashion & Beauty,356,176,gpt-3.5-turbo,chat,a,-0.003041174,,b,-3.0842044,-0.04822029
68,Psychology & Sociology,313,177,gpt-3.5-turbo,chat,a,-0.0006816957,,b,,-0.0034550258
28,Fashion & Beauty,669,178,gpt-3.5-turbo,chat,a,-0.0010035126,,b,-5.7805896,-0.0046286536
47,Hobbies & Leisure,221,179,gpt-3.5-turbo,chat,b,-1.8433368,-0.1796996,a,-0.33490288,-1.2628757
12,Careers & Employment,572,180,gpt-3.5-turbo,chat,a,-0.00022964232,,a,-0.0004521222,-8.3257065
48,Hobbies & Leisure,733,181,gpt-3.5-turbo,chat,b,,-0.0054565594,b,,-0.00012296606
31,Food & Culinary,679,182,gpt-3.5-turbo,chat,b,,-0.00032187664,b,,-0.0013341709
92,Travel & Tourism,376,183,gpt-3.5-turbo,chat,a,-0.16206898,-1.9623791,a,-0.3835302,-1.1463113
4,Art & Design,311,184,gpt-3.5-turbo,chat,a,-0.23003657,-1.64787,b,-4.6862125,-0.0124530215
71,Psychology & Sociology,443,185,gpt-3.5-turbo,chat,a,-0.00052193523,,a,-0.0011935601,-7.156059
56,Law & Legal Issues,435,186,gpt-3.5-turbo,chat,a,-0.00039468808,,a,-0.05661113,-2.9740782
51,Hobbies & Leisure,14,187,gpt-3.5-turbo,chat,a,-0.044701666,-3.1902456,a,-0.09503052,-2.4084327
27,Fashion & Beauty,707,188,gpt-3.5-turbo,chat,a,-0.07788347,-2.6237419,a,-0.47795758,-0.97661483
27,Fashion & Beauty,260,189,gpt-3.5-turbo,chat,a,-0.048953623,-3.2344832,b,-1.922183,-0.16180517
27,Fashion & Beauty,348,190,gpt-3.5-turbo,chat,b,-1.7408427,-0.20532022,b,-1.027636,-0.4447656
5,Art & Design,688,191,gpt-3.5-turbo,chat,a,-0.0024053853,-6.3128414,a,-0.31650248,-1.3136567
41,History & Archaeology,150,192,gpt-3.5-turbo,chat,a,-0.08211446,-2.5987313,b,-3.0718434,-0.05993193
29,Fashion & Beauty,183,193,gpt-3.5-turbo,chat,b,-4.84978,-0.008753666,b,,-0.00087465893
73,Science & Technology,81,194,gpt-3.5-turbo,chat,a,-0.08398381,-2.552793,a,-0.022058625,-3.912083
49,Hobbies & Leisure,190,195,gpt-3.5-turbo,chat,a,-0.021312034,-3.950496,b,-5.397586,-0.0056275125
39,Healthcare & Medicine,211,196,gpt-3.5-turbo,chat,a,-0.38018888,-1.1559801,b,,-0.002567099
21,Entertainment,459,197,gpt-3.5-turbo,chat,a,-0.008291268,-5.034462,a,-0.056061927,-2.9449952
68,Psychology & Sociology,521,198,gpt-3.5-turbo,chat,a,-0.067164764,-2.7762291,b,,-0.010414852
45,History & Archaeology,665,199,gpt-3.5-turbo,chat,a,-0.0042657275,-5.974885,a,-0.35876215,-1.2128118
79,Social Issues & Ethics,585,200,gpt-3.5-turbo,chat,a,-0.00088716066,,a,-0.008785807,
57,Philosophy & Religion,329,201,gpt-3.5-turbo,chat,a,-0.0024406933,,a,-0.001700649,
49,Hobbies & Leisure,640,202,gpt-3.5-turbo,chat,b,-5.5609193,-0.0043604523,b,-4.954743,-0.0071948315
91,Travel & Tourism,488,203,gpt-3.5-turbo,chat,a,-0.06723723,-2.7427647,b,-3.5666249,-0.02919306
91,Travel & Tourism,697,204,gpt-3.5-turbo,chat,a,-0.014822395,-4.479914,b,-1.2489868,-0.33935893
69,Psychology & Sociology,467,205,gpt-3.5-turbo,chat,a,-0.00025120718,,a,-0.0016951766,-7.0825534
82,Social Issues & Ethics,530,206,gpt-3.5-turbo,chat,a,-0.0004714259,,a,-0.0014733182,-6.98495
45,History & Archaeology,207,207,gpt-3.5-turbo,chat,a,-0.0051311697,-5.4813466,b,,-0.0008139164
46,History & Archaeology,343,208,gpt-3.5-turbo,chat,a,-0.0009538597,,a,-0.0031739103,
79,Social Issues & Ethics,536,209,gpt-3.5-turbo,chat,a,-0.0020753136,-6.400509,b,-1.3865746,-0.2880696
3,Art & Design,375,210,gpt-3.5-turbo,chat,a,-0.0012104723,,b,-0.83717346,-0.56762886
85,Sports & Fitness,28,211,gpt-3.5-turbo,chat,b,-4.345834,-0.014380558,b,-4.380897,-0.013066704
13,Careers & Employment,366,212,gpt-3.5-turbo,chat,a,-0.0013410774,,a,-0.0009476648,
51,Hobbies & Leisure,62,213,gpt-3.5-turbo,chat,a,-0.53824264,-0.8788474,a,-0.06494289,-2.779325
7,Business & Finance,5,214,gpt-3.5-turbo,chat,a,-0.025794249,-3.7050908,b,-1.4529848,-0.26994795
2,Art & Design,307,215,gpt-3.5-turbo,chat,a,-0.0014947419,-6.8465858,a,-0.002023924,
29,Fashion & Beauty,611,216,gpt-3.5-turbo,chat,b,-5.451885,-0.0068930928,a,-0.006212459,-5.2641487
2,Art & Design,351,217,gpt-3.5-turbo,chat,a,-0.00028231202,,a,-0.0013479729,
9,Business & Finance,638,218,gpt-3.5-turbo,chat,a,-0.34598494,-1.2327094,b,-1.1783394,-0.36882818
77,Science & Technology,413,219,gpt-3.5-turbo,chat,a,-0.00037943368,,a,-0.010444929,-4.582936
34,Food & Culinary,663,220,gpt-3.5-turbo,chat,a,-0.31164762,-1.3381178,b,,-0.00083892717
55,Law & Legal Issues,39,221,gpt-3.5-turbo,chat,a,-0.00074471044,,a,-0.0014038024,
77,Science & Technology,10,222,gpt-3.5-turbo,chat,b,-2.4018557,-0.09627368,b,-1.04167,-0.43733987
89,Travel & Tourism,132,223,gpt-3.5-turbo,chat,a,-0.26197332,-1.4714537,a,-0.019148014,-4.0211315
59,Philosophy & Religion,309,224,gpt-3.5-turbo,chat,a,-0.0992735,-2.687805,b,-3.3482964,-0.05623166
22,Entertainment,541,225,gpt-3.5-turbo,chat,a,-0.6855374,-0.70206076,b,-1.1064312,-0.40277407
17,Education & Learning,350,226,gpt-3.5-turbo,chat,a,-0.00026574635,,a,-0.00054266566,
20,Education & Learning,255,227,gpt-3.5-turbo,chat,a,-0.0024448582,-6.2297645,a,-0.00030721823,
12,Careers & Employment,238,228,gpt-3.5-turbo,chat,a,-0.0017483654,,a,-0.00093420944,
31,Food & Culinary,353,229,gpt-3.5-turbo,chat,a,-0.0008838339,,a,-0.1457238,-2.018561
30,Fashion & Beauty,178,230,gpt-3.5-turbo,chat,a,-0.0005181244,,a,-0.0006645414,
30,Fashion & Beauty,6,231,gpt-3.5-turbo,chat,a,-0.010917063,-4.6821933,b,-5.481626,-0.0045333696
1,Art & Design,269,232,gpt-3.5-turbo,chat,a,-0.09473183,-2.4092975,a,-0.14427148,-2.0328364
81,Social Issues & Ethics,301,233,gpt-3.5-turbo,chat,a,-0.0031146146,,a,-0.34895965,-1.2261703
83,Social Issues & Ethics,147,234,gpt-3.5-turbo,chat,a,-0.0054877372,-5.293343,a,-0.0043841978,
69,Psychology & Sociology,559,235,gpt-3.5-turbo,chat,a,-0.003294044,-5.908182,a,-0.69212383,-0.6995358
75,Science & Technology,296,236,gpt-3.5-turbo,chat,b,,-0.0021472853,b,-3.370627,-0.035477206
82,Social Issues & Ethics,411,237,gpt-3.5-turbo,chat,a,-0.015018061,-4.245561,b,,-0.00045843268
40,Healthcare & Medicine,108,238,gpt-3.5-turbo,chat,a,-0.00091313245,,b,,-0.002531191
44,History & Archaeology,610,239,gpt-3.5-turbo,chat,a,-0.00072911306,,b,,-0.0033404985
19,Education & Learning,255,240,gpt-3.5-turbo,chat,a,-0.0006221305,-7.8341355,b,-7.346674,-0.0010454319
