batch,topic,index,sample,model,api,response_1,logprobs_1a,logprobs_1b,response_2,logprobs_2a,logprobs_2b
11,Careers & Employment,170,41,davinci-002,chat,a,-0.49276313,-0.94401133,a,-0.49453628,-0.9412335
5,Art & Design,605,42,davinci-002,chat,b,-1.6779131,-0.20673314,a,-0.16568048,-1.8793913
91,Travel & Tourism,852,43,davinci-002,chat,b,-0.8357298,-0.56838053,a,-0.19039834,-1.7523261
82,Social Issues & Ethics,496,44,davinci-002,chat,a,-0.6691706,-0.71771264,b,-0.8209567,-0.5798373
54,Law & Legal Issues,63,45,davinci-002,chat,a,-0.3392646,-1.245816,b,-0.9596234,-0.48294646
21,Entertainment,772,46,davinci-002,chat,b,-1.77003,-0.18672471,a,-0.28682637,-1.3888657
71,Psychology & Sociology,616,47,davinci-002,chat,a,-0.27356657,-1.4298776,b,-0.7204082,-0.6666095
19,Education & Learning,144,48,davinci-002,chat,a,-0.4252711,-1.0601397,b,-0.97442615,-0.47386536
77,Science & Technology,674,49,davinci-002,chat,b,-0.8601017,-0.5501194,a,-0.27230364,-1.4339018
8,Business & Finance,206,50,davinci-002,chat,a,-0.22433637,-1.6046808,a,-0.21398444,-1.6469374
27,Fashion & Beauty,839,51,davinci-002,chat,b,-1.0578946,-0.426463,a,-0.19935331,-1.7106982
74,Science & Technology,526,52,davinci-002,chat,b,-1.0080678,-0.45400977,b,-1.1939487,-0.36100203
56,Law & Legal Issues,258,53,davinci-002,chat,a,-0.68406403,-0.70231354,a,-0.45206827,-1.0114555
6,Business & Finance,440,54,davinci-002,chat,a,-0.19054987,-1.7516041,a,-0.279521,-1.4111853
83,Social Issues & Ethics,50,55,davinci-002,chat,b,-1.1959331,-0.36014053,a,-0.11218059,-2.2432117
68,Psychology & Sociology,672,56,davinci-002,chat,b,-1.5406122,-0.24111654,a,-0.28524825,-1.3936315
45,History & Archaeology,40,57,davinci-002,chat,b,-1.6127573,-0.22231543,b,-1.3645484,-0.2950371
47,Hobbies & Leisure,251,58,davinci-002,chat,a,-0.29766393,-1.3569329,b,-1.5525552,-0.23788463
12,Careers & Employment,287,59,davinci-002,chat,a,-0.39853078,-1.1126268,a,-0.19190432,-1.7451766
24,Entertainment,834,60,davinci-002,chat,b,-1.6502279,-0.2132009,b,-1.6318274,-0.21762368
22,Entertainment,175,61,davinci-002,chat,a,-0.18058994,-1.800463,a,-0.22899531,-1.5863676
85,Sports & Fitness,783,62,davinci-002,chat,a,-0.31529248,-1.3077623,b,-1.1079689,-0.40081942
67,Psychology & Sociology,25,63,davinci-002,chat,a,-0.30770972,-1.3285112,b,-0.9065124,-0.517398
20,Education & Learning,401,64,davinci-002,chat,b,-0.85673016,-0.5525996,a,-0.16753098,-1.8691835
14,Careers & Employment,555,65,davinci-002,chat,a,-0.312094,-1.3164427,a,-0.32657447,-1.2779447
5,Art & Design,69,66,davinci-002,chat,b,-1.7056912,-0.20046125,b,-1.7997211,-0.18073693
76,Science & Technology,191,67,davinci-002,chat,a,-0.34530717,-1.2310112,a,-0.34387386,-1.234495
2,Art & Design,97,68,davinci-002,chat,b,-0.75837946,-0.6319108,b,-0.90272915,-0.51997006
12,Careers & Employment,634,69,davinci-002,chat,a,-0.3113747,-1.318409,b,-0.7619154,-0.62880534
52,Law & Legal Issues,82,70,davinci-002,chat,a,-0.37941027,-1.1528516,a,-0.26787138,-1.4481959
71,Psychology & Sociology,526,71,davinci-002,chat,b,-1.3643214,-0.2951151,a,-0.28694528,-1.3885078
26,Fashion & Beauty,612,72,davinci-002,chat,b,-1.4397323,-0.27048567,a,-0.17464146,-1.8310708
4,Art & Design,227,73,davinci-002,chat,a,-0.15518005,-1.9397565,a,-0.17341432,-1.8375264
6,Business & Finance,442,74,davinci-002,chat,b,-1.2444985,-0.3397973,a,-0.22208662,-1.6136768
87,Sports & Fitness,689,75,davinci-002,chat,a,-0.47068915,-0.97968805,a,-0.53573793,-0.8800487
80,Social Issues & Ethics,134,76,davinci-002,chat,b,-1.8388544,-0.17316301,b,-1.8416302,-0.17263915
38,Healthcare & Medicine,154,77,davinci-002,chat,a,-0.53204995,-0.88527566,b,-0.69643134,-0.6898739
60,Philosophy & Religion,630,78,davinci-002,chat,b,-1.1915174,-0.36206096,b,-0.9449344,-0.49217564
23,Entertainment,570,79,davinci-002,chat,a,-0.24257678,-1.5352747,a,-0.29887208,-1.3534566
1,Art & Design,321,80,davinci-002,chat,a,-0.20988719,-1.6642939,b,-1.6155958,-0.22161004
41,History & Archaeology,278,81,davinci-002,chat,b,-0.8947021,-0.52548134,b,-1.4985031,-0.25291285
51,Hobbies & Leisure,19,82,davinci-002,chat,a,-0.26055127,-1.4724042,a,-0.28657347,-1.3896275
21,Entertainment,176,83,davinci-002,chat,a,-0.15020745,-1.9699019,a,-0.15342475,-1.9502769
30,Fashion & Beauty,23,84,davinci-002,chat,a,-0.284505,-1.3958865,a,-0.35273135,-1.2132355
69,Psychology & Sociology,679,85,davinci-002,chat,a,-0.66889524,-0.71800184,a,-0.37592936,-1.1604371
29,Fashion & Beauty,207,86,davinci-002,chat,b,-1.744506,-0.1920463,a,-0.5470398,-0.8643158
56,Law & Legal Issues,334,87,davinci-002,chat,a,-0.39930123,-1.1110551,b,-1.0386721,-0.43683878
4,Art & Design,500,88,davinci-002,chat,b,-1.5598696,-0.23592936,a,-0.24727868,-1.518332
16,Education & Learning,102,89,davinci-002,chat,a,-0.42251784,-1.0653553,a,-0.5520637,-0.8574569
11,Careers & Employment,17,90,davinci-002,chat,a,-0.21906789,-1.6259092,a,-0.18455121,-1.7806854
28,Fashion & Beauty,368,91,davinci-002,chat,b,-1.215934,-0.35159227,b,-1.3464911,-0.30130988
48,Hobbies & Leisure,714,92,davinci-002,chat,a,-0.18512416,-1.7778633,a,-0.20181032,-1.699636
93,Travel & Tourism,51,93,davinci-002,chat,a,-0.19897781,-1.7124017,a,-0.16774763,-1.8679963
52,Law & Legal Issues,171,94,davinci-002,chat,b,-0.77372676,-0.6185792,a,-0.43093967,-1.049531
54,Law & Legal Issues,336,95,davinci-002,chat,b,-0.74005866,-0.6483381,a,-0.3255757,-1.2805356
73,Science & Technology,213,96,davinci-002,chat,b,-1.377448,-0.29064837,b,-1.6010522,-0.22525103
36,Healthcare & Medicine,725,97,davinci-002,chat,a,-0.22357254,-1.607724,a,-0.1843244,-1.7818052
89,Travel & Tourism,323,98,davinci-002,chat,b,-1.4255193,-0.27494177,b,-1.415232,-0.27821943
28,Fashion & Beauty,737,99,davinci-002,chat,b,-1.5789446,-0.23091446,a,-0.20233238,-1.6973046
8,Business & Finance,295,100,davinci-002,chat,b,-1.0555179,-0.42772934,a,-0.22360238,-1.6076051
21,Entertainment,235,101,davinci-002,chat,a,-0.18188249,-1.7939583,a,-0.16751334,-1.8692803
5,Art & Design,523,102,davinci-002,chat,a,-0.13818733,-2.0474434,a,-0.33618364,-1.2534848
64,Politics & Governance,140,103,davinci-002,chat,b,-1.6888467,-0.204239,b,-1.2410464,-0.3411975
57,Philosophy & Religion,460,104,davinci-002,chat,a,-0.24271566,-1.5347688,b,-1.5143514,-0.24839832
16,Education & Learning,656,105,davinci-002,chat,a,-0.13551028,-2.0656974,a,-0.2811221,-1.4062365
92,Travel & Tourism,567,106,davinci-002,chat,b,-0.8260081,-0.575886,b,-1.1411606,-0.38485113
21,Entertainment,754,107,davinci-002,chat,b,-1.4184539,-0.27718806,a,-0.28837004,-1.3842334
17,Education & Learning,108,108,davinci-002,chat,a,-0.668168,-0.71876615,a,-0.22507487,-1.6017495
58,Philosophy & Religion,30,109,davinci-002,chat,a,-0.17090875,-1.8508632,a,-0.2763912,-1.420953
8,Business & Finance,675,110,davinci-002,chat,b,-1.168588,-0.3722318,b,-1.4327922,-0.27265123
15,Careers & Employment,387,111,davinci-002,chat,a,-0.12612738,-2.1328642,a,-0.20858793,-1.6698763
13,Careers & Employment,38,112,davinci-002,chat,a,-0.20896824,-1.6682388,a,-0.28261846,-1.4016409
78,Science & Technology,278,113,davinci-002,chat,a,-0.550754,-0.85923713,b,-1.1749647,-0.36936933
8,Business & Finance,566,114,davinci-002,chat,b,-1.4609239,-0.26399395,b,-1.6659858,-0.20949246
74,Science & Technology,79,115,davinci-002,chat,a,-0.3878719,-1.1347553,a,-0.35798275,-1.2009279
86,Sports & Fitness,572,116,davinci-002,chat,a,-0.15951124,-1.9143368,b,-1.6869034,-0.20467985
72,Psychology & Sociology,467,117,davinci-002,chat,b,-1.4143714,-0.27849567,a,-0.40711254,-1.095326
33,Food & Culinary,308,118,davinci-002,chat,a,-0.04396419,-3.146282,b,-1.2909771,-0.32158622
37,Healthcare & Medicine,312,119,davinci-002,chat,b,-0.84952724,-0.55794704,b,-0.99880904,-0.45936888
63,Politics & Governance,757,120,davinci-002,chat,a,-0.19395384,-1.7355455,b,-1.4263278,-0.274686
19,Education & Learning,391,121,davinci-002,chat,a,-0.21026082,-1.6626954,a,-0.25311586,-1.4977982
74,Science & Technology,213,122,davinci-002,chat,b,-0.95939744,-0.4830867,b,-1.0510042,-0.43014696
75,Science & Technology,352,123,davinci-002,chat,a,-0.15972626,-1.9130946,b,-1.3725144,-0.292318
37,Healthcare & Medicine,431,124,davinci-002,chat,a,-0.17578733,-1.825087,a,-0.2466151,-1.520701
2,Art & Design,335,125,davinci-002,chat,b,-0.8558019,-0.55328494,b,-0.8937619,-0.52613187
80,Social Issues & Ethics,63,126,davinci-002,chat,a,-0.59855765,-0.7976276,b,-0.93443656,-0.49890876
22,Entertainment,329,127,davinci-002,chat,a,-0.24974146,-1.5096024,a,-0.30127808,-1.3465815
53,Law & Legal Issues,230,128,davinci-002,chat,b,-0.78339213,-0.61037654,b,-0.7453435,-0.6435407
59,Philosophy & Religion,385,129,davinci-002,chat,b,-1.0496897,-0.43085423,a,-0.4029112,-1.1037397
37,Healthcare & Medicine,116,130,davinci-002,chat,a,-0.25452766,-1.4929119,a,-0.24813755,-1.515277
17,Education & Learning,243,131,davinci-002,chat,a,-0.25433907,-1.4935626,a,-0.26941806,-1.4431775
16,Education & Learning,661,132,davinci-002,chat,a,-0.15294045,-1.953203,b,-1.2920421,-0.3211826
54,Law & Legal Issues,635,133,davinci-002,chat,b,-1.448333,-0.26782924,a,-0.32388642,-1.2849383
26,Fashion & Beauty,658,134,davinci-002,chat,b,-1.8624092,-0.16877143,a,-0.2968929,-1.3591602
30,Fashion & Beauty,198,135,davinci-002,chat,b,-1.0757012,-0.41712046,b,-1.208075,-0.35492188
31,Food & Culinary,762,136,davinci-002,chat,a,-0.26356322,-1.4623508,b,-1.6625161,-0.21030284
51,Hobbies & Leisure,661,137,davinci-002,chat,b,-0.98343754,-0.468442,b,-0.86436,-0.5470077
79,Social Issues & Ethics,282,138,davinci-002,chat,a,-0.16566181,-1.8794947,a,-0.19326557,-1.7387673
41,History & Archaeology,240,139,davinci-002,chat,b,-1.3881156,-0.28707576,b,-1.363038,-0.29555595
26,Fashion & Beauty,723,140,davinci-002,chat,b,-1.1032197,-0.4031694,a,-0.21152295,-1.6573199
63,Politics & Governance,1,141,davinci-002,chat,a,-0.099676594,-2.35525,a,-0.15160951,-1.9612943
49,Hobbies & Leisure,202,142,davinci-002,chat,b,-1.2533295,-0.33624572,a,-0.2857675,-1.3920603
56,Law & Legal Issues,431,143,davinci-002,chat,b,-0.84191555,-0.5636715,b,-1.0539739,-0.42855436
55,Law & Legal Issues,466,144,davinci-002,chat,a,-0.31699333,-1.303188,a,-0.26491672,-1.4578755
34,Food & Culinary,729,145,davinci-002,chat,a,-0.14801396,-1.9835433,a,-0.17973465,-1.8047957
23,Entertainment,84,146,davinci-002,chat,a,-0.33382508,-1.2594118,b,-1.404394,-0.281721
20,Education & Learning,246,147,davinci-002,chat,b,-1.1613934,-0.37549332,a,-0.23118365,-1.5779091
84,Sports & Fitness,678,148,davinci-002,chat,a,-0.23826607,-1.5511361,b,-1.2049422,-0.35625976
80,Social Issues & Ethics,405,149,davinci-002,chat,a,-0.22231619,-1.6127542,b,-1.0521756,-0.42951787
79,Social Issues & Ethics,142,150,davinci-002,chat,a,-0.09646086,-2.3864617,a,-0.14520599,-2.001327
25,Entertainment,120,151,davinci-002,chat,a,-0.18206842,-1.7930266,a,-0.15723616,-1.9275951
88,Sports & Fitness,700,152,davinci-002,chat,b,-0.82999474,-0.5727926,b,-0.7045545,-0.6818685
66,Politics & Governance,376,153,davinci-002,chat,a,-0.19294803,-1.7402579,b,-1.0501485,-0.43060726
1,Art & Design,346,154,davinci-002,chat,b,-1.139575,-0.38559628,b,-1.3907706,-0.2861944
11,Careers & Employment,530,155,davinci-002,chat,b,-0.70951045,-0.6770474,a,-0.39997485,-1.109684
44,History & Archaeology,582,156,davinci-002,chat,b,-0.88129723,-0.53485405,a,-0.26910287,-1.4441974
71,Psychology & Sociology,515,157,davinci-002,chat,a,-0.334575,-1.2575219,b,-0.9199131,-0.5084179
45,History & Archaeology,348,158,davinci-002,chat,a,-0.20689853,-1.6771935,a,-0.24421516,-1.5293294
8,Business & Finance,445,159,davinci-002,chat,b,-1.3499506,-0.3000962,a,-0.22309682,-1.6096249
3,Art & Design,316,160,davinci-002,chat,a,-0.3600701,-1.1960953,a,-0.5966493,-0.7999612
3,Art & Design,607,161,davinci-002,chat,b,-0.8299215,-0.57284904,a,-0.31839287,-1.2994453
19,Education & Learning,494,162,davinci-002,chat,b,-1.1220621,-0.39394322,a,-0.39051494,-1.1292006
1,Art & Design,17,163,davinci-002,chat,b,-0.86428267,-0.5470639,a,-0.1568863,-1.9296525
80,Social Issues & Ethics,125,164,davinci-002,chat,a,-0.17953086,-1.8058317,b,-0.88182247,-0.53448284
77,Science & Technology,317,165,davinci-002,chat,a,-0.24103804,-1.5409,a,-0.20141959,-1.7013853
6,Business & Finance,693,166,davinci-002,chat,b,-1.346923,-0.30115807,a,-0.18306394,-1.7880559
42,History & Archaeology,275,167,davinci-002,chat,b,-1.0733726,-0.41832802,b,-1.4639779,-0.26307306
30,Fashion & Beauty,44,168,davinci-002,chat,b,-0.97042906,-0.47629604,b,-1.118176,-0.3958249
36,Healthcare & Medicine,495,169,davinci-002,chat,b,-1.6125923,-0.22235648,b,-1.7598307,-0.18883155
61,Philosophy & Religion,668,170,davinci-002,chat,b,-1.5163754,-0.24782832,a,-0.28775606,-1.3860723
29,Fashion & Beauty,113,171,davinci-002,chat,a,-0.4804674,-0.96362936,b,-1.3964434,-0.2843218
10,Business & Finance,188,172,davinci-002,chat,a,-0.24031101,-1.5435718,a,-0.20828944,-1.6711648
28,Fashion & Beauty,443,173,davinci-002,chat,b,-1.8530921,-0.17049398,b,-1.9946135,-0.14625916
60,Philosophy & Religion,523,174,davinci-002,chat,a,-0.21572132,-1.6396906,a,-0.17872003,-1.8099647
72,Psychology & Sociology,413,175,davinci-002,chat,b,-0.84931326,-0.5581069,b,-0.97053564,-0.476231
47,Hobbies & Leisure,502,176,davinci-002,chat,a,-0.3871317,-1.1363192,b,-1.5600233,-0.2358885
89,Travel & Tourism,733,177,davinci-002,chat,a,-0.29927835,-1.3522912,a,-0.21658891,-1.636095
88,Sports & Fitness,408,178,davinci-002,chat,b,-1.2112498,-0.35357237,b,-1.1920087,-0.36184663
53,Law & Legal Issues,100,179,davinci-002,chat,a,-0.51303905,-0.91297954,a,-0.64480525,-0.7439454
70,Psychology & Sociology,279,180,davinci-002,chat,a,-0.24514498,-1.5259753,a,-0.3449175,-1.2319567
60,Philosophy & Religion,602,181,davinci-002,chat,b,-1.846823,-0.17166357,b,-1.6291186,-0.21828334
70,Psychology & Sociology,442,182,davinci-002,chat,a,-0.48510537,-0.95615566,b,-1.9176226,-0.15894407
59,Philosophy & Religion,118,183,davinci-002,chat,a,-0.31979665,-1.2957107,b,-0.84605134,-0.56055176
40,Healthcare & Medicine,635,184,davinci-002,chat,a,-0.5793876,-0.8215293,a,-0.3733619,-1.1660864
22,Entertainment,286,185,davinci-002,chat,b,-1.5200751,-0.24679022,a,-0.30946296,-1.3236613
20,Education & Learning,263,186,davinci-002,chat,a,-0.11171033,-2.2471817,a,-0.1937817,-1.7363499
47,Hobbies & Leisure,21,187,davinci-002,chat,a,-0.12634362,-2.131257,a,-0.19424258,-1.7341977
51,Hobbies & Leisure,228,188,davinci-002,chat,a,-0.20702682,-1.6766351,a,-0.16706851,-1.8717232
36,Healthcare & Medicine,438,189,davinci-002,chat,a,-0.17834769,-1.8118697,a,-0.19898808,-1.7123548
7,Business & Finance,4,190,davinci-002,chat,a,-0.42408836,-1.062375,a,-0.5529414,-0.85626704
43,History & Archaeology,17,191,davinci-002,chat,b,-1.2390703,-0.34200224,a,-0.4801313,-0.9641744
73,Science & Technology,232,192,davinci-002,chat,a,-0.25069064,-1.506264,a,-0.15914327,-1.9164674
62,Politics & Governance,159,193,davinci-002,chat,b,-1.1497138,-0.3808615,a,-0.1898198,-1.7550893
18,Education & Learning,415,194,davinci-002,chat,b,-1.0889456,-0.4103338,a,-0.30986828,-1.3225446
64,Politics & Governance,152,195,davinci-002,chat,b,-1.5727268,-0.23253597,b,-1.4818451,-0.25775844
50,Hobbies & Leisure,91,196,davinci-002,chat,a,-0.11242289,-2.2411728,a,-0.2387298,-1.549414
73,Science & Technology,127,197,davinci-002,chat,a,-0.5849785,-0.81445163,a,-0.40179786,-1.1059872
55,Law & Legal Issues,41,198,davinci-002,chat,b,-0.9309476,-0.50117236,a,-0.30578908,-1.3338615
47,Hobbies & Leisure,564,199,davinci-002,chat,a,-0.21901388,-1.6261299,b,-1.4590348,-0.26456535
23,Entertainment,118,200,davinci-002,chat,b,-1.5117248,-0.24914017,a,-0.29029834,-1.3784865
56,Law & Legal Issues,165,201,davinci-002,chat,a,-0.38008517,-1.1513903,a,-0.37062103,-1.172169
84,Sports & Fitness,341,202,davinci-002,chat,a,-0.53846616,-0.8762118,b,-0.99902356,-0.45924386
8,Business & Finance,685,203,davinci-002,chat,b,-1.4605899,-0.26409483,b,-1.5186657,-0.24718511
75,Science & Technology,21,204,davinci-002,chat,a,-0.37057847,-1.1722639,b,-0.818398,-0.58185244
44,History & Archaeology,370,205,davinci-002,chat,a,-0.31912804,-1.2974873,b,-1.5017897,-0.251969
88,Sports & Fitness,691,206,davinci-002,chat,a,-0.14577729,-1.9976792,b,-1.2623448,-0.332665
76,Science & Technology,489,207,davinci-002,chat,a,-0.1325481,-2.086352,a,-0.14608644,-1.9957111
81,Social Issues & Ethics,300,208,davinci-002,chat,a,-0.3165552,-1.3043635,b,-1.2544444,-0.33580044
40,Healthcare & Medicine,401,209,davinci-002,chat,b,-1.2869285,-0.3231262,b,-1.2877322,-0.3228198
57,Philosophy & Religion,448,210,davinci-002,chat,b,-1.6677806,-0.20907472,a,-0.17864576,-1.8103443
18,Education & Learning,325,211,davinci-002,chat,b,-0.86838126,-0.54409003,a,-0.39997733,-1.1096789
59,Philosophy & Religion,359,212,davinci-002,chat,b,-0.9857339,-0.46707243,b,-1.5578846,-0.23645817
82,Social Issues & Ethics,594,213,davinci-002,chat,b,-0.8391158,-0.56579655,a,-0.10745489,-2.2839303
69,Psychology & Sociology,60,214,davinci-002,chat,b,-1.2232022,-0.34854555,a,-0.25109014,-1.5048629
88,Sports & Fitness,524,215,davinci-002,chat,b,-1.1009142,-0.4043162,b,-1.5583423,-0.23633613
91,Travel & Tourism,148,216,davinci-002,chat,b,-1.4551225,-0.2657533,a,-0.20747527,-1.674688
3,Art & Design,37,217,davinci-002,chat,b,-1.1018972,-0.40382668,b,-1.1392119,-0.3857672
63,Politics & Governance,270,218,davinci-002,chat,b,-1.6386024,-0.21598348,a,-0.09927416,-2.359097
32,Food & Culinary,313,219,davinci-002,chat,a,-0.13924766,-2.0403173,b,-0.73059887,-0.6570477
55,Law & Legal Issues,98,220,davinci-002,chat,a,-0.26129684,-1.4699036,a,-0.19015647,-1.7534804
86,Sports & Fitness,447,221,davinci-002,chat,b,-0.94953275,-0.4892628,b,-0.9918809,-0.46343088
69,Psychology & Sociology,447,222,davinci-002,chat,b,-1.2474006,-0.33862534,b,-1.5995206,-0.2256383
64,Politics & Governance,513,223,davinci-002,chat,a,-0.10551827,-2.3011665,b,-1.3425032,-0.3027159
39,Healthcare & Medicine,353,224,davinci-002,chat,b,-0.71295476,-0.6737244,a,-0.2136408,-1.648379
88,Sports & Fitness,307,225,davinci-002,chat,a,-0.21636465,-1.6370227,a,-0.27296266,-1.431799
23,Entertainment,438,226,davinci-002,chat,b,-1.2530242,-0.33636776,b,-1.5922335,-0.22749123
72,Psychology & Sociology,546,227,davinci-002,chat,b,-0.8382279,-0.5664727,a,-0.40295675,-1.103648
47,Hobbies & Leisure,539,228,davinci-002,chat,a,-0.25693527,-1.4846498,a,-0.3416013,-1.2400541
80,Social Issues & Ethics,601,229,davinci-002,chat,a,-0.1573089,-1.9271683,b,-1.0097984,-0.4530166
77,Science & Technology,628,230,davinci-002,chat,b,-0.9470346,-0.49084258,a,-0.36622894,-1.1820287
73,Science & Technology,78,231,davinci-002,chat,a,-0.27947354,-1.4113324,b,-0.88266087,-0.5338907
92,Travel & Tourism,331,232,davinci-002,chat,b,-0.94449854,-0.49245307,b,-1.807432,-0.17921631
91,Travel & Tourism,479,233,davinci-002,chat,a,-0.21147569,-1.6575207,b,-1.6411266,-0.21537584
10,Business & Finance,651,234,davinci-002,chat,a,-0.12993671,-2.1049733,b,-1.5556026,-0.23706776
91,Travel & Tourism,461,235,davinci-002,chat,a,-0.17479251,-1.8302796,b,-1.6692293,-0.20873809
91,Travel & Tourism,614,236,davinci-002,chat,a,-0.1934883,-1.7377236,a,-0.1851835,-1.7775717
76,Science & Technology,629,237,davinci-002,chat,a,-0.3930621,-1.1238894,a,-0.4294699,-1.052265
90,Travel & Tourism,401,238,davinci-002,chat,a,-0.18877706,-1.7600929,a,-0.36038402,-1.1953716
45,History & Archaeology,191,239,davinci-002,chat,b,-1.3934479,-0.28530884,a,-0.16416553,-1.8878403
31,Food & Culinary,621,240,davinci-002,chat,b,-2.3509798,-0.10012524,b,-2.5697768,-0.079641506
83,Social Issues & Ethics,76,241,davinci-002,chat,b,-0.91780615,-0.50981665,b,-1.1100395,-0.3998001
25,Entertainment,128,242,davinci-002,chat,b,-1.2056823,-0.3559432,b,-1.6463275,-0.21412995
87,Sports & Fitness,272,243,davinci-002,chat,b,-1.572367,-0.23263006,a,-0.5954829,-0.8013926
50,Hobbies & Leisure,462,244,davinci-002,chat,a,-0.11712155,-2.2025325,b,-0.730415,-0.6572186
58,Philosophy & Religion,388,245,davinci-002,chat,b,-0.7004502,-0.6858971,b,-0.8379487,-0.56668556
92,Travel & Tourism,110,246,davinci-002,chat,b,-1.3178223,-0.31158912,b,-1.1546221,-0.37859437
28,Fashion & Beauty,612,247,davinci-002,chat,a,-0.19873227,-1.713518,a,-0.15331738,-1.9509248
90,Travel & Tourism,351,248,davinci-002,chat,a,-0.17827097,-1.8122622,a,-0.24911492,-1.511814
64,Politics & Governance,246,249,davinci-002,chat,a,-0.23104429,-1.578445,b,-1.3660883,-0.29450926
92,Travel & Tourism,639,250,davinci-002,chat,a,-0.3288888,-1.2719773,b,-1.2440178,-0.33999187
24,Entertainment,606,251,davinci-002,chat,b,-1.4019917,-0.28250396,b,-1.7480646,-0.19129436
